claim_status,video_id,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,Total Interactions,Video Classification
opinion,2344648155,53,verified,active,7695,2613,445,19,0,10753,Typical
opinion,3418907095,48,not verified,active,9682,1019,404,5,1,11106,Typical
opinion,8278112828,50,not verified,active,7365,432,34,10,3,7834,Typical
opinion,4296547104,57,verified,active,9514,1137,205,14,1,10857,Typical
opinion,7890956621,60,not verified,active,4460,442,108,6,1,5011,Unpopular
opinion,2181817877,17,not verified,active,2924,1251,255,24,9,4439,Unpopular
opinion,5719418100,10,not verified,active,3120,1372,62,11,0,4554,Unpopular
opinion,4676074985,43,not verified,active,8089,2532,495,35,6,11122,Typical
opinion,4881470028,37,not verified,active,3673,741,269,4,0,4683,Unpopular
opinion,8785231425,60,not verified,active,2623,689,184,15,3,3499,Unpopular
opinion,5620098278,24,not verified,active,2077,534,60,3,1,2672,Unpopular
opinion,5662558839,48,not verified,active,1848,452,137,7,1,2438,Unpopular
opinion,2767361803,60,not verified,active,7432,1749,591,21,3,9775,Typical
opinion,5934868314,54,not verified,active,8135,282,10,3,0,8427,Typical
opinion,3292722653,39,not verified,banned,826,211,19,4,1,1057,Unpopular
opinion,6245689674,55,not verified,active,6528,1847,134,14,3,8512,Typical
opinion,5428240735,46,not verified,active,6902,1286,166,27,7,8361,Typical
opinion,3860364731,37,not verified,active,3954,1084,163,9,1,5202,Unpopular
opinion,1747076578,52,not verified,active,2822,187,15,2,0,3024,Unpopular
opinion,7916451377,47,not verified,active,4437,1598,505,4,0,6540,Typical
opinion,6565462005,15,not verified,active,8733,3536,1042,71,3,13314,Typical
opinion,3866199714,22,not verified,active,1687,614,187,14,1,2489,Unpopular
opinion,4116420080,44,not verified,banned,5351,1869,738,9,1,7959,Typical
opinion,3737881881,60,not verified,active,3798,774,272,7,1,4845,Unpopular
opinion,7790025343,40,not verified,active,3622,477,149,3,1,4249,Unpopular
opinion,5304227897,5,not verified,active,2621,1150,120,6,2,3893,Unpopular
opinion,3428583342,11,not verified,active,6585,879,133,19,3,7600,Typical
opinion,8943138063,53,not verified,active,5576,1810,316,32,1,7703,Typical
opinion,8339624214,27,not verified,active,7699,942,285,12,3,8929,Typical
opinion,6085800617,38,not verified,active,1122,9,3,0,0,1134,Unpopular
opinion,5750109098,7,not verified,active,555,206,23,4,1,785,Unpopular
opinion,8967996752,7,not verified,active,6706,882,61,19,1,7650,Typical
opinion,4973969252,53,not verified,active,4515,1566,484,32,8,6573,Typical
opinion,8046843072,52,not verified,active,351,22,3,0,0,376,Unpopular
opinion,4851988129,49,not verified,active,6241,1503,381,30,6,8131,Typical
opinion,2658809513,25,not verified,active,3261,1177,35,27,3,4476,Unpopular
opinion,6674258613,48,not verified,active,7767,220,79,2,1,8067,Typical
opinion,4624484463,10,not verified,active,1863,738,223,2,0,2824,Unpopular
opinion,1486105314,8,not verified,active,7448,963,133,1,0,8544,Typical
opinion,3637450945,42,not verified,active,5322,1773,464,4,0,7559,Typical
opinion,7731363831,27,not verified,active,5407,1068,280,26,3,6758,Typical
opinion,9769285720,55,not verified,active,9606,3351,1128,73,23,14108,Typical
opinion,5776607638,14,verified,under review,1227,251,69,6,1,1548,Unpopular
opinion,9600107974,24,not verified,active,7829,3002,1114,57,13,11958,Typical
opinion,2549173741,32,verified,active,1175,299,74,5,2,1550,Unpopular
opinion,6889191585,19,not verified,active,7180,1832,510,26,7,9529,Typical
opinion,3045968251,31,not verified,active,6476,923,82,7,1,7482,Typical
opinion,5454633005,47,not verified,active,7884,1357,421,17,3,9665,Typical
opinion,1446690954,21,not verified,active,3029,1242,91,7,1,4363,Unpopular
opinion,8727213677,7,not verified,active,4177,741,276,9,0,5194,Unpopular
opinion,5191797044,24,not verified,active,8972,73,13,1,0,9058,Typical
opinion,5365307757,38,not verified,active,9761,4330,905,9,2,14998,Typical
opinion,4593915309,46,verified,active,6951,1595,437,3,0,8983,Typical
opinion,5019460905,13,not verified,active,4192,1684,330,3,1,6207,Unpopular
opinion,8050633247,48,not verified,active,5080,1133,382,26,9,6604,Typical
opinion,4801435268,60,not verified,active,3386,998,175,17,3,4562,Unpopular
opinion,2196853876,28,not verified,active,541,126,6,1,0,673,Unpopular
opinion,3575830978,60,verified,active,1971,29,3,0,0,2003,Unpopular
opinion,8177223164,45,not verified,active,4915,2134,815,25,7,7871,Typical
opinion,6206790403,51,not verified,under review,498,176,29,4,0,703,Unpopular
opinion,3896887796,7,not verified,active,3305,761,203,7,3,4272,Unpopular
opinion,2936647017,24,not verified,active,1809,323,44,7,1,2177,Unpopular
opinion,8033341481,53,not verified,active,4937,1421,131,18,3,6492,Typical
opinion,1661368612,8,verified,active,5809,1378,122,20,6,7315,Typical
opinion,8081577931,14,not verified,under review,9857,2524,305,12,0,12686,Typical
opinion,8515632472,15,not verified,banned,2878,23,6,0,0,2907,Unpopular
opinion,6965996912,28,not verified,active,918,233,33,2,1,1185,Unpopular
opinion,3512371061,26,not verified,active,6843,1548,406,0,0,8797,Typical
opinion,9207896095,15,not verified,active,7272,1386,37,29,7,8702,Typical
opinion,5933004975,24,not verified,active,9493,2786,1012,27,3,13294,Typical
opinion,3474438722,45,not verified,active,5059,930,256,13,5,6250,Typical
opinion,6568427255,6,not verified,active,7087,913,101,14,3,8104,Typical
opinion,3500036318,48,not verified,active,448,4,2,0,0,454,Unpopular
opinion,2849881378,6,not verified,active,6199,1102,179,11,0,7480,Typical
opinion,4587881304,26,not verified,active,5239,1844,35,42,12,7130,Typical
opinion,2092044683,13,not verified,active,2222,448,129,6,0,2799,Unpopular
opinion,7662869498,15,not verified,active,7976,2415,298,4,1,10690,Typical
opinion,2555176960,56,not verified,active,7848,2077,160,33,5,10090,Typical
opinion,3293903934,39,not verified,active,9780,2862,1105,17,5,13752,Typical
opinion,3008700552,40,not verified,active,7734,1300,129,28,1,9164,Typical
opinion,9696912237,28,verified,active,6299,343,97,8,0,6739,Typical
opinion,7964528551,49,not verified,active,5192,432,20,0,0,5644,Unpopular
opinion,2648808196,8,not verified,active,9004,3544,1304,81,11,13863,Typical
opinion,7402775237,15,not verified,active,9714,55,18,1,0,9787,Typical
opinion,7610147359,25,not verified,active,1380,49,2,0,0,1431,Unpopular
opinion,5789700636,50,not verified,active,4529,544,125,12,0,5198,Unpopular
opinion,5959687786,24,not verified,under review,3115,1113,324,8,2,4554,Unpopular
opinion,2379579049,13,not verified,active,7128,707,224,5,0,8059,Typical
opinion,1783814251,56,not verified,active,6299,756,295,2,1,7351,Typical
opinion,4833870179,56,not verified,under review,8539,2802,132,35,12,11485,Typical
opinion,8475770979,58,not verified,active,6852,2882,551,40,12,10297,Typical
opinion,1874808446,25,not verified,active,5601,2138,661,48,0,8400,Typical
opinion,6753506165,22,not verified,active,7545,2406,880,49,9,10840,Typical
opinion,3613714904,42,not verified,active,1894,207,44,1,0,2145,Unpopular
opinion,5388465315,36,not verified,active,3250,983,355,2,0,4588,Unpopular
opinion,9247194228,20,not verified,active,7597,1108,234,26,5,8944,Typical
opinion,5497524810,12,verified,active,4350,443,95,5,1,4889,Unpopular
opinion,3395982827,55,not verified,active,1270,496,10,8,2,1778,Unpopular
opinion,5096907149,39,not verified,active,2030,632,19,11,2,2683,Unpopular
opinion,5286943862,9,verified,active,3218,436,26,9,0,3680,Unpopular
opinion,2746863313,16,not verified,active,3863,1604,309,23,4,5780,Unpopular
opinion,4251813429,35,not verified,active,4826,1438,424,11,1,6689,Typical
opinion,5648734934,59,not verified,banned,3966,1055,275,4,1,5297,Unpopular
opinion,6093357151,11,not verified,active,9111,692,140,0,0,9943,Typical
opinion,5444215056,37,not verified,active,9313,1502,174,15,6,10995,Typical
opinion,7580248146,37,not verified,active,9730,2480,332,18,0,12542,Typical
opinion,5026579145,41,not verified,active,8635,3285,874,49,10,12804,Typical
opinion,9539436407,43,not verified,active,722,300,105,2,0,1127,Unpopular
opinion,7789173099,57,not verified,active,9635,2162,619,32,6,12422,Typical
opinion,4288645476,47,not verified,active,9935,2445,716,17,0,13096,Typical
opinion,4371260984,16,not verified,active,1549,431,11,11,1,1992,Unpopular
opinion,7576588252,15,not verified,active,3823,1122,232,2,0,5177,Unpopular
opinion,8770112930,49,not verified,active,6701,1887,680,27,2,9270,Typical
opinion,7639647586,40,not verified,active,8450,892,281,4,0,9623,Typical
opinion,4226501567,52,not verified,active,6257,1746,526,40,1,8530,Typical
opinion,9870723891,22,not verified,active,7871,3133,1032,77,16,12052,Typical
opinion,4663089671,5,not verified,active,915,192,28,2,0,1135,Unpopular
opinion,8002902782,23,not verified,active,9737,4108,335,20,2,14182,Typical
opinion,3382966057,36,verified,active,8848,1276,441,24,1,10566,Typical
opinion,8621958660,9,not verified,active,2152,174,59,3,1,2386,Unpopular
opinion,5575659935,37,verified,under review,6524,1269,233,25,7,8033,Typical
opinion,2150386459,48,not verified,active,8181,76,9,0,0,8266,Typical
opinion,5422599312,37,not verified,active,4441,589,112,5,1,5143,Unpopular
opinion,6138258485,17,verified,active,114,26,3,0,0,143,Unpopular
opinion,2988135384,57,verified,active,5783,776,84,16,5,6648,Typical
opinion,9343896848,18,not verified,active,7926,3479,810,69,14,12229,Typical
opinion,2086555087,43,not verified,active,503,93,24,1,0,620,Unpopular
opinion,3463102670,21,verified,active,4837,1054,104,5,0,5995,Unpopular
opinion,7853152986,17,not verified,active,4667,1180,249,18,3,6099,Unpopular
opinion,1640167291,46,not verified,active,8060,2309,673,23,6,11048,Typical
opinion,1654817882,14,not verified,active,7539,3125,1228,61,2,11894,Typical
opinion,7752848764,47,not verified,active,118,4,1,0,0,123,Unpopular
opinion,6033183781,53,not verified,active,4081,537,25,1,0,4643,Unpopular
opinion,7941059861,13,not verified,active,4478,1936,496,40,3,6913,Typical
opinion,1422963674,27,not verified,active,5405,336,67,2,1,5809,Unpopular
opinion,9519020181,10,not verified,active,7540,3292,420,71,27,11279,Typical
opinion,9067371087,54,not verified,active,7083,2721,232,66,4,10040,Typical
opinion,3059527380,13,not verified,under review,6429,1784,353,37,13,8579,Typical
opinion,5967966336,39,not verified,active,2442,658,141,11,3,3244,Unpopular
opinion,7923824893,46,not verified,active,280,10,2,0,0,292,Unpopular
opinion,7414552516,39,not verified,active,6715,1260,6,8,3,7984,Typical
opinion,1246582944,22,not verified,active,1590,1,0,0,0,1591,Unpopular
opinion,4617925216,49,not verified,active,5950,660,5,13,3,6618,Typical
opinion,5883351506,39,verified,active,7331,343,70,3,1,7745,Typical
opinion,6714741569,23,not verified,active,9079,1352,45,14,4,10480,Typical
opinion,5390891678,49,not verified,active,7808,3331,419,76,12,11570,Typical
opinion,4972663802,60,not verified,active,4289,1453,17,6,1,5760,Unpopular
opinion,9014311944,41,not verified,active,1219,15,3,0,0,1237,Unpopular
opinion,7715869849,11,not verified,under review,3440,5,1,0,0,3446,Unpopular
opinion,2287945003,56,not verified,active,4166,1499,414,17,4,6083,Unpopular
opinion,3105305432,24,not verified,under review,4884,2055,44,3,0,6983,Typical
opinion,5185286507,39,not verified,active,2819,1166,177,18,0,4162,Unpopular
opinion,4486719801,24,not verified,active,4128,1516,43,12,1,5688,Unpopular
opinion,7399878600,8,not verified,active,5937,1649,130,37,5,7721,Typical
opinion,5456077905,35,not verified,active,8172,2047,667,16,3,10889,Typical
opinion,7688616055,8,not verified,active,4550,1648,541,39,8,6747,Typical
opinion,8195521529,21,not verified,active,9508,3929,602,52,10,14049,Typical
opinion,3216966176,6,not verified,active,992,352,96,7,1,1441,Unpopular
opinion,8334671818,57,not verified,active,4126,331,89,4,1,4547,Unpopular
opinion,6439297266,34,not verified,active,2163,154,61,0,0,2378,Unpopular
opinion,9274167144,41,not verified,active,9296,2130,618,9,1,12045,Typical
opinion,9613635692,26,not verified,active,5168,1008,282,20,2,6460,Typical
opinion,3561646844,12,not verified,under review,6690,1014,19,3,1,7724,Typical
opinion,8502858092,16,not verified,active,388,50,1,1,0,439,Unpopular
opinion,2296849982,37,not verified,active,4888,712,159,2,1,5760,Unpopular
opinion,8638313592,51,not verified,active,5091,1039,197,19,1,6328,Typical
opinion,8287845057,53,not verified,under review,1857,73,6,2,1,1937,Unpopular
opinion,8198410112,34,not verified,banned,5776,207,37,1,0,6020,Unpopular
opinion,5379146000,55,not verified,active,7046,2489,415,13,3,9953,Typical
opinion,9740617201,53,not verified,active,5205,352,125,6,2,5684,Unpopular
opinion,6273030762,38,verified,active,6212,1432,551,17,7,8202,Typical
opinion,5299873031,34,not verified,active,2467,290,46,3,1,2804,Unpopular
opinion,5398517857,45,not verified,active,1442,548,12,10,1,2003,Unpopular
opinion,1928782308,56,not verified,active,4667,1329,250,15,6,6252,Typical
opinion,1448935210,10,not verified,under review,6788,1679,323,24,8,8798,Typical
opinion,9319563372,8,verified,active,2921,309,107,4,0,3337,Unpopular
opinion,4442520660,35,not verified,active,5109,765,109,9,1,5984,Unpopular
opinion,9233866331,52,verified,active,6496,2386,626,13,5,9513,Typical
opinion,9227656095,17,not verified,active,7086,1939,579,9,1,9605,Typical
opinion,3442225955,42,not verified,under review,6640,1102,361,23,1,8104,Typical
opinion,7656012550,46,not verified,active,6799,155,51,3,1,7006,Typical
opinion,7974724354,52,verified,active,7933,1328,504,3,0,9765,Typical
opinion,8966194197,41,verified,active,1199,68,7,0,0,1274,Unpopular
opinion,5729846196,6,not verified,active,3903,1488,360,17,6,5757,Unpopular
opinion,8824152000,21,verified,under review,9374,1669,370,23,4,11417,Typical
opinion,7064063115,44,not verified,active,6192,2321,238,39,7,8758,Typical
opinion,3619788964,21,not verified,active,5384,462,175,5,2,6023,Unpopular
opinion,9096213750,15,not verified,active,515,83,7,1,0,605,Unpopular
opinion,8705034974,50,not verified,active,5534,1045,302,16,6,6887,Typical
opinion,5971047314,8,not verified,under review,8269,810,108,8,1,9188,Typical
opinion,2997097123,40,not verified,active,6399,2183,832,53,7,9421,Typical
opinion,2539195507,19,not verified,active,2313,276,23,6,2,2614,Unpopular
opinion,8857654951,26,not verified,active,6698,2003,59,6,1,8761,Typical
opinion,2787120597,12,not verified,active,7029,386,36,9,2,7453,Typical
opinion,8255542072,30,not verified,active,6408,2452,576,42,4,9440,Typical
opinion,1625397232,10,not verified,active,4762,1631,633,2,0,7026,Typical
opinion,5929603562,48,not verified,active,888,74,8,2,0,970,Unpopular
opinion,9104218790,59,not verified,active,8102,1095,278,19,1,9476,Typical
opinion,6974984090,17,not verified,active,7514,677,198,9,0,8389,Typical
opinion,1678472514,18,not verified,active,3839,1461,298,8,1,5599,Unpopular
opinion,5111571520,20,not verified,active,7097,624,49,7,1,7771,Typical
opinion,6886168371,57,not verified,active,4081,701,40,8,1,4823,Unpopular
opinion,2297524812,37,not verified,active,2729,854,144,0,0,3727,Unpopular
opinion,3763319027,56,verified,active,9384,477,22,2,0,9883,Typical
opinion,3028574327,28,not verified,active,3054,1119,437,5,0,4610,Unpopular
opinion,7787387570,6,not verified,active,2807,714,22,11,3,3546,Unpopular
opinion,3381271880,14,not verified,active,6040,2246,710,44,6,9002,Typical
opinion,6322077341,23,verified,active,1111,158,61,0,0,1330,Unpopular
opinion,5152997764,14,not verified,active,7656,665,92,3,0,8413,Typical
opinion,5966531350,8,verified,active,6642,1577,406,1,0,8625,Typical
opinion,4576356398,60,not verified,active,1798,593,235,9,2,2628,Unpopular
opinion,7043708156,43,not verified,active,60,26,3,0,0,89,Unpopular
opinion,2620452255,40,not verified,active,2290,945,309,12,3,3547,Unpopular
opinion,9998453278,37,not verified,active,8115,3238,252,12,1,11606,Typical
opinion,5564030360,52,not verified,active,1976,416,86,2,1,2479,Unpopular
opinion,6656735945,35,not verified,active,6141,652,241,6,0,7034,Typical
opinion,7859100580,31,not verified,active,2498,913,338,8,3,3752,Unpopular
opinion,7882312914,10,not verified,active,5319,1162,457,21,1,6939,Typical
opinion,4080828775,25,not verified,active,1022,133,22,2,0,1177,Unpopular
opinion,3022023121,26,not verified,active,2726,680,150,12,2,3558,Unpopular
opinion,1410313599,26,not verified,active,7521,3212,999,43,2,11734,Typical
opinion,2487961483,24,not verified,active,7396,137,50,0,0,7583,Typical
opinion,3693109365,25,not verified,active,9297,1404,223,29,6,10930,Typical
opinion,1403771188,5,not verified,active,4860,519,150,3,0,5529,Unpopular
